CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating
1222,23,Male,147385,Monthly,103,Italian,Lunch,5,Business,Dine-in,0,60,5,4,2
1223,45,Male,36351,Rarely,31,Italian,Lunch,3,Casual,Takeaway,0,52,2,3,1
1224,32,Female,149728,Monthly,157,Indian,Dinner,8,Casual,Takeaway,1,33,2,1,1
1225,30,Male,81899,Weekly,87,American,Dinner,2,Business,Takeaway,1,29,5,1,2
1226,30,Female,99128,Rarely,69,Italian,Dinner,7,Casual,Takeaway,0,15,3,5,4
1227,66,Male,74427,Monthly,164,American,Lunch,5,Casual,Dine-in,0,31,3,3,4
1228,67,Male,48404,Monthly,143,Mexican,Dinner,2,Casual,Takeaway,0,16,5,2,3
1229,25,Female,112333,Rarely,140,American,Breakfast,5,Casual,Dine-in,1,11,5,3,5
1230,58,Male,79037,Monthly,145,Mexican,Lunch,8,Celebration,Takeaway,1,34,5,3,4
1231,49,Female,120539,Weekly,190,American,Breakfast,5,Celebration,Takeaway,1,44,3,1,5
1232,21,Male,42065,Rarely,95,American,Breakfast,2,Celebration,Dine-in,1,15,4,2,1
1233,47,Female,68945,Weekly,50,Mexican,Dinner,6,Casual,Takeaway,0,10,3,4,3
1234,42,Female,143716,Daily,115,Italian,Lunch,7,Business,Takeaway,1,8,1,3,4
1235,36,Male,138770,Monthly,145,Mexican,Breakfast,5,Celebration,Dine-in,1,52,4,1,4
1236,69,Female,24313,Weekly,192,Italian,Lunch,4,Business,Takeaway,0,27,1,2,4
1237,58,Female,135183,Weekly,36,Mexican,Lunch,5,Celebration,Takeaway,0,33,3,3,2
1238,31,Female,136693,Weekly,162,Chinese,Breakfast,5,Business,Takeaway,0,28,5,3,3
1239,48,Female,107653,Weekly,132,American,Dinner,7,Celebration,Takeaway,1,26,1,5,4
1240,58,Female,143279,Weekly,167,Italian,Dinner,8,Celebration,Takeaway,1,4,4,5,2
1241,61,Female,82695,Rarely,198,Indian,Breakfast,6,Celebration,Takeaway,1,17,3,2,4
1242,26,Female,88164,Monthly,128,Mexican,Dinner,7,Casual,Takeaway,1,22,4,1,5
1243,46,Female,128569,Monthly,132,American,Dinner,7,Celebration,Dine-in,1,50,2,1,4
1244,48,Male,139175,Weekly,146,Italian,Lunch,2,Celebration,Dine-in,1,36,1,3,1
1245,19,Male,89300,Rarely,161,Italian,Breakfast,3,Business,Takeaway,1,48,2,4,3
1246,38,Female,69568,Monthly,33,American,Breakfast,6,Celebration,Takeaway,0,30,5,5,1
1247,65,Female,31899,Monthly,146,American,Dinner,2,Celebration,Dine-in,0,47,3,2,4
1248,32,Female,102532,Weekly,144,Italian,Dinner,3,Casual,Dine-in,1,48,2,4,5
1249,20,Female,129285,Weekly,135,American,Dinner,7,Casual,Takeaway,1,55,3,4,1
1250,51,Male,132819,Weekly,164,Mexican,Dinner,8,Celebration,Dine-in,1,40,3,5,1
1251,20,Male,50299,Monthly,34,Indian,Lunch,3,Celebration,Takeaway,1,11,1,1,5
1252,33,Male,36674,Weekly,24,Italian,Breakfast,8,Casual,Takeaway,1,28,2,2,2
1253,52,Male,109245,Daily,69,Indian,Breakfast,4,Celebration,Dine-in,0,49,2,5,4
1254,46,Female,144655,Rarely,137,Chinese,Breakfast,2,Casual,Dine-in,1,36,5,5,1
1255,62,Female,95252,Daily,68,Chinese,Breakfast,6,Business,Dine-in,0,35,2,5,1
1256,62,Male,130453,Weekly,186,Chinese,Lunch,9,Celebration,Takeaway,0,9,2,5,3
1257,19,Female,58287,Weekly,71,American,Breakfast,9,Business,Takeaway,1,13,5,4,2
1258,30,Male,54812,Weekly,79,Indian,Breakfast,9,Casual,Dine-in,1,30,5,3,1
1259,47,Male,20731,Weekly,147,Italian,Breakfast,8,Business,Dine-in,1,25,4,1,3
1260,48,Female,92280,Daily,77,Indian,Lunch,7,Casual,Takeaway,1,47,3,1,1
1261,28,Female,84076,Weekly,19,Chinese,Breakfast,8,Celebration,Dine-in,1,36,3,3,3
1262,54,Male,124840,Weekly,145,Chinese,Breakfast,6,Casual,Takeaway,0,22,3,3,4
1263,41,Male,23950,Weekly,194,American,Dinner,9,Celebration,Dine-in,0,57,5,5,5
1264,52,Female,138749,Weekly,60,Chinese,Lunch,4,Celebration,Dine-in,0,43,5,5,1
1265,24,Male,56212,Weekly,149,Indian,Breakfast,6,Business,Dine-in,0,4,5,3,3
1266,69,Male,84762,Weekly,38,Chinese,Dinner,7,Casual,Takeaway,0,33,3,3,3
1267,64,Female,147243,Weekly,35,American,Breakfast,8,Celebration,Dine-in,1,18,4,1,1
1268,37,Female,122112,Rarely,69,American,Dinner,8,Business,Dine-in,0,25,2,3,2
1269,22,Female,124788,Weekly,71,Mexican,Breakfast,3,Celebration,Takeaway,1,53,4,3,3
1270,39,Male,145371,Monthly,117,Chinese,Dinner,6,Celebration,Takeaway,0,39,4,4,2
1271,53,Female,103361,Weekly,91,Italian,Dinner,7,Business,Takeaway,0,21,4,3,5
1272,30,Female,81382,Rarely,66,Chinese,Breakfast,8,Business,Takeaway,1,41,1,1,3
1273,30,Female,113286,Weekly,93,Italian,Lunch,9,Business,Takeaway,1,9,4,4,4
1274,27,Male,41381,Weekly,152,Mexican,Lunch,1,Celebration,Dine-in,1,17,2,3,1
1275,51,Male,42975,Daily,169,Mexican,Dinner,6,Business,Dine-in,1,14,5,4,3
1276,42,Male,39943,Weekly,28,Mexican,Dinner,7,Casual,Dine-in,0,45,1,5,5
1277,36,Male,43326,Rarely,171,Mexican,Breakfast,1,Casual,Dine-in,0,29,3,5,1
1278,35,Female,55454,Weekly,129,Indian,Breakfast,1,Business,Dine-in,1,58,4,3,3
1279,18,Male,21073,Monthly,83,Indian,Lunch,2,Casual,Dine-in,1,24,5,1,5
1280,64,Male,127760,Weekly,157,Italian,Lunch,7,Business,Dine-in,1,25,1,4,2
1281,33,Male,136837,Monthly,153,Mexican,Lunch,7,Celebration,Takeaway,0,41,1,5,5
1282,39,Male,147882,Monthly,144,American,Breakfast,3,Casual,Takeaway,1,15,2,1,5
1283,65,Female,64898,Rarely,84,Italian,Breakfast,8,Business,Dine-in,0,5,4,3,2
1284,65,Female,39551,Rarely,71,Italian,Dinner,3,Celebration,Dine-in,1,27,2,5,1
1285,51,Male,89947,Weekly,189,Chinese,Dinner,6,Celebration,Dine-in,0,7,5,5,5
1286,40,Male,25034,Monthly,151,Mexican,Breakfast,6,Celebration,Dine-in,1,6,3,2,3
1287,64,Female,106131,Monthly,184,Indian,Dinner,6,Casual,Takeaway,1,20,1,3,4
1288,54,Female,64136,Monthly,117,American,Breakfast,9,Business,Dine-in,1,16,1,3,2
1289,52,Female,36483,Daily,59,Chinese,Lunch,8,Casual,Dine-in,1,20,2,5,1
1290,24,Male,71235,Weekly,100,Chinese,Dinner,1,Casual,Takeaway,0,35,3,2,5
1291,53,Female,58484,Monthly,185,Indian,Lunch,4,Business,Dine-in,1,28,5,2,1
1292,63,Male,144991,Rarely,13,American,Breakfast,3,Celebration,Dine-in,0,32,5,5,3
1293,69,Female,39636,Daily,129,American,Breakfast,8,Casual,Takeaway,0,31,4,2,4
1294,35,Female,108289,Rarely,15,Italian,Dinner,7,Celebration,Takeaway,1,60,5,1,4
1295,67,Female,52485,Rarely,171,Italian,Lunch,7,Celebration,Dine-in,1,3,5,3,2
1296,57,Female,135768,Monthly,189,Italian,Lunch,7,Business,Takeaway,0,57,2,2,4
1297,49,Female,58909,Weekly,148,Chinese,Breakfast,7,Casual,Takeaway,1,7,2,2,5
1298,56,Male,134286,Weekly,89,Chinese,Dinner,3,Casual,Takeaway,1,50,5,5,5
1299,67,Female,75111,Weekly,133,Mexican,Dinner,4,Casual,Takeaway,0,4,4,4,4
1300,63,Male,49297,Daily,139,Indian,Breakfast,7,Business,Dine-in,0,55,5,3,4
1301,35,Female,95984,Monthly,26,Indian,Breakfast,2,Celebration,Dine-in,1,28,1,4,4
1302,63,Male,139580,Weekly,91,American,Breakfast,8,Business,Dine-in,1,25,4,5,2
1303,21,Male,113599,Weekly,101,Indian,Lunch,8,Casual,Dine-in,1,0,2,2,2
1304,58,Female,62444,Weekly,136,American,Lunch,8,Celebration,Takeaway,1,57,5,3,5
1305,39,Female,133625,Monthly,188,Chinese,Breakfast,6,Casual,Takeaway,1,22,1,1,1
1306,44,Male,122923,Monthly,132,Italian,Breakfast,3,Casual,Takeaway,0,11,4,3,1
1307,24,Male,148016,Rarely,146,Indian,Breakfast,2,Casual,Takeaway,1,48,1,3,5
1308,44,Female,40875,Daily,173,American,Breakfast,8,Business,Takeaway,0,27,5,4,1
1309,49,Male,78920,Monthly,101,American,Breakfast,2,Celebration,Takeaway,0,29,2,1,1
1310,51,Male,74106,Rarely,66,Italian,Breakfast,1,Business,Takeaway,1,17,5,2,4
1311,23,Female,24621,Daily,67,Indian,Dinner,4,Casual,Takeaway,1,47,1,3,5
1312,26,Male,93768,Rarely,177,Chinese,Lunch,9,Casual,Takeaway,0,38,2,1,1
1313,46,Female,78761,Weekly,122,Mexican,Lunch,6,Celebration,Dine-in,0,13,1,5,5
1314,21,Female,23860,Weekly,157,Mexican,Dinner,2,Business,Takeaway,0,25,2,1,2
1315,60,Male,106565,Weekly,198,Mexican,Dinner,3,Casual,Dine-in,1,31,5,5,4
1316,46,Male,143417,Weekly,105,Mexican,Dinner,9,Business,Dine-in,1,30,2,2,4
1317,54,Male,26210,Weekly,49,Italian,Breakfast,5,Celebration,Takeaway,1,1,3,2,3
1318,20,Male,97382,Monthly,94,Italian,Breakfast,6,Business,Dine-in,0,44,2,5,3
1319,33,Male,113459,Weekly,87,Indian,Lunch,1,Celebration,Dine-in,0,11,4,4,4
1320,36,Female,94675,Weekly,168,Mexican,Dinner,9,Business,Takeaway,1,7,4,4,3
1321,55,Female,96671,Monthly,122,Mexican,Lunch,3,Business,Takeaway,1,34,4,1,4
1322,59,Male,103191,Weekly,17,American,Dinner,2,Business,Dine-in,1,19,3,5,3
1323,20,Male,91812,Weekly,70,Italian,Breakfast,1,Business,Dine-in,0,0,2,3,5
1324,43,Male,58774,Monthly,20,Mexican,Breakfast,6,Business,Dine-in,0,59,1,2,1
1325,41,Male,40283,Rarely,89,Mexican,Lunch,9,Casual,Takeaway,0,6,2,3,2
1326,31,Female,102165,Rarely,110,Chinese,Dinner,6,Celebration,Dine-in,0,16,4,2,1
1327,23,Male,57832,Weekly,52,Mexican,Dinner,5,Business,Dine-in,1,51,5,2,1
1328,69,Female,101500,Weekly,41,Italian,Breakfast,9,Business,Takeaway,1,9,4,4,2
1329,31,Male,60445,Weekly,196,Chinese,Lunch,7,Celebration,Takeaway,1,59,3,1,4
1330,39,Male,138869,Monthly,70,Mexican,Dinner,3,Celebration,Dine-in,1,37,1,4,1
1331,42,Male,102295,Monthly,82,Chinese,Dinner,8,Celebration,Dine-in,0,48,1,1,5
1332,42,Male,67826,Monthly,77,Mexican,Lunch,3,Celebration,Takeaway,1,10,5,3,1
1333,61,Male,127735,Weekly,115,Italian,Lunch,7,Business,Dine-in,0,43,4,1,5
1334,33,Female,119581,Monthly,122,Indian,Dinner,3,Casual,Dine-in,1,15,1,4,1
1335,60,Female,70633,Daily,37,American,Breakfast,7,Casual,Dine-in,0,19,2,1,2
1336,34,Female,37772,Monthly,141,Indian,Breakfast,4,Celebration,Dine-in,1,48,2,3,4
1337,49,Female,29371,Monthly,180,Chinese,Lunch,6,Casual,Takeaway,1,42,4,5,1
1338,44,Female,116560,Weekly,64,Chinese,Dinner,4,Casual,Takeaway,0,45,1,4,3
1339,56,Male,49632,Rarely,149,Mexican,Dinner,2,Business,Takeaway,0,32,2,5,5
1340,67,Female,41527,Weekly,55,Indian,Breakfast,2,Casual,Takeaway,0,40,2,4,2
1341,33,Female,82610,Weekly,130,Chinese,Dinner,8,Celebration,Takeaway,0,11,5,3,4
1342,62,Female,31978,Monthly,192,Mexican,Breakfast,6,Business,Dine-in,0,2,1,3,2
1343,33,Male,109428,Monthly,144,Mexican,Dinner,3,Celebration,Takeaway,1,42,4,4,2
1344,37,Female,128045,Weekly,148,Indian,Dinner,3,Business,Dine-in,0,20,5,2,5
1345,68,Male,50961,Monthly,100,Chinese,Dinner,2,Casual,Takeaway,1,47,5,3,3
1346,27,Male,124945,Rarely,81,Italian,Lunch,5,Casual,Dine-in,1,20,4,1,4
1347,40,Male,96655,Rarely,179,Mexican,Breakfast,1,Celebration,Dine-in,1,48,2,1,4
1348,62,Female,132001,Weekly,32,Italian,Lunch,4,Business,Takeaway,1,28,4,5,1
1349,60,Female,60737,Weekly,66,Italian,Breakfast,6,Business,Dine-in,0,56,4,5,2
1350,57,Male,144002,Rarely,31,Italian,Breakfast,1,Celebration,Takeaway,0,12,4,2,2
1351,43,Male,89392,Weekly,150,Indian,Breakfast,4,Celebration,Dine-in,0,60,4,5,5
1352,43,Female,135581,Weekly,98,Mexican,Lunch,2,Business,Dine-in,1,59,4,4,3
1353,44,Male,60172,Weekly,107,Chinese,Dinner,9,Casual,Takeaway,1,51,4,3,5
1354,46,Female,126264,Weekly,145,Mexican,Lunch,3,Business,Dine-in,0,8,5,3,3
1355,44,Female,35147,Rarely,15,Italian,Lunch,8,Business,Takeaway,0,41,3,1,5
1356,41,Male,38506,Monthly,156,Italian,Dinner,2,Business,Dine-in,0,17,5,1,3
1357,52,Female,63957,Daily,113,Indian,Dinner,6,Celebration,Takeaway,0,20,1,1,3
1358,54,Female,48049,Monthly,150,Italian,Dinner,9,Business,Takeaway,0,8,3,1,3
1359,40,Female,99500,Rarely,17,Italian,Lunch,4,Business,Takeaway,1,58,5,3,2
1360,48,Female,32259,Weekly,115,Chinese,Lunch,4,Business,Takeaway,1,52,4,2,4
1361,60,Male,148431,Weekly,134,Chinese,Dinner,9,Business,Takeaway,0,33,3,4,3
1362,33,Male,59583,Weekly,59,Chinese,Breakfast,6,Celebration,Takeaway,1,39,1,3,4
1363,18,Female,120166,Daily,52,Indian,Breakfast,7,Business,Takeaway,1,51,5,3,2
1364,58,Female,88894,Rarely,25,Italian,Breakfast,2,Business,Takeaway,0,48,3,3,2
1365,31,Female,37407,Weekly,158,Italian,Breakfast,6,Casual,Takeaway,0,53,1,4,1
1366,47,Male,124637,Monthly,82,Italian,Breakfast,2,Business,Takeaway,0,42,5,3,5
1367,40,Female,51442,Monthly,20,Indian,Dinner,9,Business,Takeaway,1,4,2,4,2
1368,57,Male,25781,Daily,40,Mexican,Lunch,5,Celebration,Takeaway,0,23,4,2,3
1369,45,Female,37727,Weekly,90,Italian,Breakfast,1,Casual,Takeaway,0,24,1,5,3
1370,66,Female,113729,Weekly,21,Chinese,Dinner,8,Business,Takeaway,0,37,4,3,3
1371,54,Male,98671,Rarely,67,Indian,Lunch,4,Casual,Takeaway,0,50,1,2,2
1372,57,Male,70701,Rarely,133,Chinese,Lunch,3,Business,Dine-in,0,42,3,2,1
1373,21,Female,133011,Weekly,141,Mexican,Lunch,5,Business,Dine-in,0,5,1,1,3
1374,34,Male,44396,Monthly,24,Chinese,Breakfast,9,Celebration,Dine-in,0,56,5,5,5
1375,60,Female,106932,Weekly,86,Chinese,Dinner,3,Casual,Takeaway,0,31,5,1,5
1376,27,Male,84302,Monthly,41,Italian,Dinner,2,Casual,Dine-in,0,7,1,2,5
1377,52,Male,146559,Monthly,120,Italian,Lunch,5,Business,Takeaway,0,23,3,3,2
1378,25,Male,142823,Monthly,114,Chinese,Lunch,8,Casual,Dine-in,0,53,3,2,5
1379,36,Female,79019,Weekly,161,Mexican,Lunch,6,Business,Takeaway,0,34,1,5,4
1380,42,Female,105448,Daily,45,Mexican,Lunch,1,Casual,Dine-in,1,54,5,2,5
1381,37,Female,46304,Monthly,137,Chinese,Dinner,9,Business,Dine-in,0,36,4,4,5
1382,64,Female,49825,Daily,119,Indian,Breakfast,4,Business,Dine-in,0,39,3,5,5
1383,60,Male,84644,Monthly,139,Italian,Breakfast,1,Celebration,Takeaway,1,21,2,2,2
1384,43,Female,136185,Weekly,132,American,Dinner,6,Casual,Dine-in,0,14,5,3,2
1385,42,Male,101944,Rarely,37,Mexican,Lunch,7,Casual,Takeaway,1,48,3,3,1
1386,62,Male,26014,Weekly,60,Chinese,Lunch,3,Casual,Takeaway,0,32,3,4,5
1387,56,Female,26033,Monthly,92,Mexican,Breakfast,9,Celebration,Dine-in,1,38,3,1,2
1388,38,Male,21536,Rarely,187,American,Breakfast,9,Casual,Takeaway,0,6,4,4,4
1389,41,Female,53342,Weekly,95,American,Dinner,2,Celebration,Takeaway,0,35,5,5,5
1390,31,Male,103434,Daily,21,American,Dinner,6,Casual,Dine-in,1,23,1,1,5
1391,67,Female,94300,Weekly,76,Mexican,Lunch,8,Celebration,Takeaway,0,16,5,5,4
1392,49,Female,55787,Weekly,35,Indian,Breakfast,5,Celebration,Takeaway,0,37,5,5,2
1393,61,Male,59208,Weekly,112,Mexican,Dinner,4,Celebration,Dine-in,0,16,5,5,1
1394,42,Female,99528,Rarely,22,Indian,Dinner,6,Celebration,Dine-in,0,32,2,2,3
1395,28,Female,54070,Rarely,177,American,Lunch,3,Business,Takeaway,1,16,1,2,1
1396,37,Male,108559,Monthly,76,Indian,Dinner,3,Casual,Takeaway,1,29,3,5,2
1397,20,Male,125213,Weekly,71,American,Breakfast,3,Celebration,Dine-in,0,51,1,2,2
1398,61,Male,91475,Weekly,135,Chinese,Dinner,7,Business,Takeaway,1,47,4,3,4
1399,33,Male,63797,Weekly,77,Indian,Dinner,5,Casual,Takeaway,1,13,1,1,1
1400,36,Male,111713,Rarely,46,Italian,Lunch,4,Celebration,Takeaway,1,56,3,5,3
1401,51,Male,67850,Weekly,78,Italian,Dinner,5,Business,Takeaway,1,59,1,1,2
1402,63,Male,107425,Rarely,196,Italian,Breakfast,9,Business,Dine-in,1,25,4,2,5
1403,19,Male,35923,Daily,108,Italian,Breakfast,3,Casual,Dine-in,1,41,3,5,5
1404,38,Male,119288,Rarely,200,Mexican,Dinner,1,Casual,Takeaway,0,60,5,4,1
1405,35,Female,120153,Weekly,59,Chinese,Lunch,8,Business,Dine-in,0,6,4,4,5
1406,38,Female,67489,Daily,82,Indian,Lunch,4,Business,Dine-in,0,20,1,3,3
1407,55,Female,115270,Weekly,101,Mexican,Lunch,2,Business,Dine-in,0,36,4,3,2
1408,35,Female,134171,Monthly,35,Chinese,Dinner,5,Casual,Dine-in,1,5,2,1,3
1409,29,Male,68955,Monthly,176,Chinese,Breakfast,1,Business,Takeaway,1,55,1,5,5
1410,39,Female,110292,Weekly,65,American,Lunch,8,Celebration,Dine-in,1,11,2,1,3
1411,20,Female,141978,Weekly,86,Italian,Breakfast,3,Casual,Dine-in,0,56,5,3,5
1412,58,Male,61799,Weekly,164,Indian,Breakfast,2,Casual,Takeaway,1,19,4,1,4
1413,18,Female,116054,Daily,29,American,Breakfast,7,Casual,Dine-in,0,27,5,1,3
1414,42,Female,121317,Rarely,133,American,Breakfast,7,Celebration,Dine-in,0,28,5,4,5
1415,25,Male,83536,Monthly,55,Mexican,Breakfast,8,Business,Dine-in,1,47,2,3,4
1416,34,Male,28019,Monthly,178,Mexican,Lunch,2,Casual,Takeaway,0,21,3,3,4
1417,52,Female,35169,Daily,112,Chinese,Lunch,5,Casual,Dine-in,0,40,2,5,2
1418,51,Male,30516,Monthly,192,Indian,Dinner,7,Celebration,Dine-in,0,20,1,5,5
1419,42,Female,45464,Weekly,28,Indian,Dinner,3,Celebration,Dine-in,1,20,3,2,5
1420,45,Male,33765,Weekly,37,Indian,Breakfast,8,Celebration,Dine-in,1,20,5,1,1
1421,38,Male,69705,Rarely,44,Italian,Breakfast,9,Celebration,Dine-in,0,33,5,5,2
1422,45,Female,65621,Rarely,153,Italian,Breakfast,5,Casual,Takeaway,0,52,3,2,3
1423,61,Male,139407,Rarely,76,Mexican,Lunch,5,Casual,Dine-in,0,48,1,2,1
1424,36,Male,46134,Weekly,117,American,Lunch,8,Business,Dine-in,1,42,1,5,4
1425,61,Female,26777,Daily,100,Mexican,Breakfast,4,Casual,Dine-in,0,11,5,5,4
1426,26,Male,109303,Daily,141,American,Lunch,3,Business,Takeaway,0,12,3,3,5
1427,60,Male,147834,Daily,170,Italian,Dinner,7,Casual,Takeaway,1,5,2,1,2
1428,69,Male,63966,Weekly,193,American,Lunch,1,Casual,Takeaway,0,9,3,3,5
1429,50,Male,22675,Monthly,18,Italian,Dinner,1,Celebration,Dine-in,1,51,5,2,3
1430,24,Male,107166,Monthly,26,American,Dinner,3,Casual,Takeaway,1,25,4,1,4
1431,32,Female,74310,Daily,143,Mexican,Lunch,7,Casual,Takeaway,0,44,1,3,2
1432,26,Female,36721,Weekly,38,Indian,Dinner,8,Celebration,Takeaway,1,30,5,3,3
1433,36,Male,91772,Daily,56,Italian,Breakfast,7,Casual,Dine-in,1,32,4,4,2
1434,47,Male,98691,Weekly,84,American,Breakfast,7,Casual,Dine-in,0,26,4,5,3
1435,31,Male,110265,Rarely,82,Italian,Lunch,8,Celebration,Dine-in,0,19,2,1,5
1436,40,Male,82755,Monthly,177,Italian,Lunch,7,Casual,Dine-in,1,7,2,2,4
1437,43,Male,48319,Weekly,48,American,Breakfast,3,Celebration,Takeaway,1,7,3,4,3
1438,25,Male,32906,Weekly,177,American,Lunch,6,Celebration,Takeaway,1,6,2,4,1
1439,58,Female,148438,Rarely,93,Indian,Breakfast,4,Celebration,Dine-in,0,19,4,1,2
1440,31,Male,113230,Monthly,161,Mexican,Breakfast,4,Casual,Takeaway,1,51,5,4,4
1441,25,Male,81110,Monthly,26,Mexican,Breakfast,3,Casual,Takeaway,0,13,2,1,3
1442,21,Female,147705,Weekly,21,American,Dinner,5,Casual,Takeaway,1,11,2,4,1
1443,37,Female,142450,Rarely,40,Mexican,Dinner,7,Casual,Dine-in,0,28,2,5,5
1444,60,Male,34207,Monthly,64,Italian,Breakfast,7,Business,Dine-in,1,37,1,3,4
1445,64,Female,71395,Weekly,122,American,Breakfast,3,Casual,Takeaway,1,60,5,4,3
1446,21,Male,111884,Rarely,153,Italian,Dinner,9,Business,Dine-in,0,23,3,4,2
1447,19,Male,81762,Rarely,173,Italian,Lunch,8,Business,Takeaway,1,9,3,2,1
1448,34,Male,100198,Rarely,46,Indian,Breakfast,4,Casual,Dine-in,1,52,4,3,2
1449,60,Male,74202,Daily,55,Mexican,Dinner,9,Celebration,Dine-in,0,48,3,4,2
1450,37,Male,47879,Weekly,181,Chinese,Lunch,8,Casual,Takeaway,1,16,5,2,4
1451,19,Female,101462,Monthly,12,American,Lunch,4,Celebration,Dine-in,0,2,5,2,4
1452,40,Female,54900,Weekly,41,Indian,Lunch,6,Celebration,Takeaway,1,11,3,5,2
1453,46,Male,128675,Monthly,62,Italian,Dinner,9,Business,Takeaway,0,10,1,1,2
1454,44,Male,32810,Rarely,13,Indian,Lunch,1,Celebration,Takeaway,0,18,4,5,4
1455,62,Male,56425,Daily,71,Chinese,Lunch,9,Celebration,Dine-in,1,53,4,3,2
1456,55,Male,44155,Daily,90,Italian,Dinner,4,Business,Dine-in,1,19,3,2,5
1457,34,Female,138842,Weekly,163,Indian,Dinner,8,Celebration,Dine-in,1,4,1,5,3
1458,41,Male,62402,Weekly,145,Mexican,Dinner,9,Celebration,Takeaway,1,41,5,1,5
1459,29,Female,106781,Rarely,182,Mexican,Breakfast,2,Business,Takeaway,1,28,2,2,3
1460,36,Male,27802,Monthly,109,Mexican,Breakfast,3,Business,Takeaway,1,15,2,2,3
1461,41,Female,88918,Weekly,184,Mexican,Dinner,9,Business,Takeaway,1,40,4,5,3
1462,21,Female,84564,Rarely,177,Italian,Dinner,4,Celebration,Dine-in,0,46,1,2,5
1463,36,Female,105520,Weekly,65,Indian,Breakfast,3,Casual,Dine-in,0,44,2,5,3
1464,54,Female,101247,Daily,80,Mexican,Lunch,1,Casual,Takeaway,0,8,1,2,2
1465,49,Female,20012,Weekly,159,Italian,Dinner,5,Casual,Dine-in,1,17,2,3,5
1466,59,Male,31919,Monthly,16,American,Breakfast,6,Casual,Dine-in,0,55,4,4,5
1467,19,Male,128360,Monthly,173,Indian,Dinner,5,Business,Takeaway,1,11,5,2,4
1468,37,Male,56810,Weekly,174,Chinese,Breakfast,2,Celebration,Takeaway,0,22,5,5,4
1469,34,Male,63881,Rarely,108,Indian,Dinner,2,Casual,Takeaway,1,46,3,1,5
1470,46,Female,127785,Monthly,197,Indian,Breakfast,6,Casual,Takeaway,1,13,3,1,2
1471,54,Female,134259,Daily,122,Mexican,Breakfast,8,Celebration,Takeaway,1,10,5,3,3
1472,65,Male,138824,Rarely,111,Italian,Dinner,8,Celebration,Dine-in,0,59,4,3,2
1473,36,Female,42276,Weekly,88,Mexican,Lunch,4,Business,Takeaway,0,2,3,4,4
1474,65,Male,110155,Weekly,41,Chinese,Breakfast,3,Business,Dine-in,1,59,5,3,1
1475,54,Male,121292,Rarely,108,Italian,Lunch,4,Casual,Takeaway,0,30,2,1,2
1476,68,Male,126601,Weekly,72,American,Breakfast,4,Celebration,Dine-in,1,26,2,4,4
1477,36,Female,52458,Weekly,168,Chinese,Breakfast,5,Casual,Takeaway,1,27,4,2,3
1478,56,Male,123048,Rarely,119,Mexican,Dinner,5,Celebration,Takeaway,0,26,1,1,1
1479,36,Female,74992,Monthly,120,Italian,Lunch,1,Business,Dine-in,1,22,3,3,5
1480,36,Male,46377,Rarely,79,Italian,Breakfast,9,Casual,Takeaway,1,48,3,5,5
1481,43,Female,133014,Weekly,104,Chinese,Dinner,9,Celebration,Takeaway,0,50,4,4,2
1482,56,Male,114665,Monthly,135,Indian,Dinner,5,Celebration,Dine-in,0,58,2,4,2
1483,40,Male,137658,Daily,10,Indian,Breakfast,1,Celebration,Takeaway,0,21,2,3,4
1484,31,Female,123053,Monthly,93,Chinese,Breakfast,2,Celebration,Takeaway,1,2,2,5,3
1485,45,Male,97250,Weekly,103,American,Breakfast,7,Casual,Dine-in,1,11,1,5,5
1486,19,Female,148335,Rarely,98,Chinese,Lunch,4,Business,Takeaway,1,3,1,3,1
1487,24,Male,141512,Rarely,15,Indian,Dinner,4,Celebration,Takeaway,0,17,1,4,5
1488,27,Male,142392,Weekly,130,Italian,Breakfast,3,Business,Dine-in,0,27,3,4,5
1489,25,Male,149296,Monthly,127,American,Dinner,5,Business,Dine-in,0,23,4,4,1
1490,43,Female,24551,Monthly,147,Mexican,Lunch,3,Casual,Dine-in,0,6,2,2,5
1491,46,Female,78259,Weekly,86,Chinese,Breakfast,4,Casual,Dine-in,1,28,5,1,3
1492,65,Female,75623,Weekly,132,Indian,Breakfast,8,Celebration,Takeaway,1,8,4,5,5
1493,23,Male,115806,Rarely,97,Italian,Breakfast,9,Celebration,Dine-in,1,31,4,4,3
1494,19,Male,111655,Daily,113,Chinese,Lunch,9,Casual,Takeaway,1,4,1,4,1
1495,47,Male,76724,Monthly,44,Indian,Breakfast,6,Business,Dine-in,1,25,4,5,1
1496,63,Female,57295,Monthly,156,Mexican,Lunch,5,Celebration,Dine-in,1,31,5,1,5
1497,36,Female,135359,Monthly,40,Mexican,Dinner,5,Casual,Dine-in,0,50,4,5,3
1498,21,Female,78400,Monthly,114,Chinese,Breakfast,6,Casual,Dine-in,0,14,2,3,4
1499,61,Female,60147,Weekly,66,American,Dinner,2,Celebration,Dine-in,0,10,2,4,4
1500,66,Female,35593,Monthly,49,Mexican,Lunch,9,Casual,Takeaway,0,50,1,3,3
1501,26,Male,109229,Monthly,177,Indian,Breakfast,9,Celebration,Takeaway,0,31,5,3,4
1502,37,Female,97187,Rarely,77,Italian,Lunch,6,Casual,Takeaway,0,28,3,4,3
